moisture,pH,EC,nitrogen,phosphorus,potassium,soilTemperature,airTemperature,airHumidity,soilHealth
84.6,5.86,0.92,33.87,16.42,27.05,30.82,30.28,86.6,Moderate
47.54,6.78,1.23,68.27,58.53,46.65,27.44,29.21,70.49,Healthy
21.24,7.94,2.19,41.81,25.16,48.84,35.13,37.62,50.31,Moderate
56.67,6.12,1.24,58.81,60.16,60.16,23.29,27.08,80.28,Healthy
46.13,6.78,1.37,49.05,20.87,63.45,24.4,27.96,73.63,Healthy
45.84,7.89,1.98,33.31,24.54,39.46,30.55,32.51,99.16,Moderate
55.42,6.66,1.82,65.79,44.34,56.94,27.39,30.07,70.99,Healthy
29.03,7.83,2.64,40.64,16.64,10.9,29.31,37.36,92.75,Moderate
31.19,8.06,2.15,37.21,0.68,39.22,28.82,32.2,82.85,Moderate
47.19,6.89,1.71,55.27,47.38,35.03,22.99,28.48,89.76,Healthy
10.74,5.4,0.45,18.79,17.1,18.94,17.76,20.85,94.56,Needs Attention
88.96,8.38,0.54,33.31,16.51,30.83,15.88,35.79,20.0,Needs Attention
80.59,8.83,2.7,9.23,7.61,16.05,11.88,38.79,30.64,Needs Attention
58.43,6.92,1.09,55.68,65.01,52.17,22.65,23.97,87.95,Healthy
82.58,5.42,2.89,21.18,18.06,2.73,33.47,18.59,96.77,Needs Attention
35.67,6.95,1.66,45.88,36.23,46.23,29.25,31.96,63.71,Healthy
69.18,8.14,0.73,30.84,12.29,16.56,31.39,35.98,97.99,Moderate
54.1,6.58,1.5,74.0,34.99,65.17,23.02,32.41,64.3,Healthy
48.88,8.64,1.19,31.12,27.91,42.42,29.28,33.59,43.75,Moderate
78.66,8.99,0.26,17.32,7.11,11.47,16.81,20.48,96.67,Needs Attention
48.74,6.79,1.37,59.6,25.52,23.69,22.06,27.85,42.98,Healthy
51.71,7.18,1.57,51.12,25.01,50.91,25.58,27.46,64.1,Healthy
32.76,5.84,0.6,19.13,22.0,37.09,35.73,29.97,46.3,Moderate
39.27,6.61,1.8,35.29,40.82,45.66,24.08,25.95,80.64,Healthy
85.19,8.41,0.27,22.13,15.81,13.85,35.13,20.27,31.26,Needs Attention
11.6,8.35,2.78,28.13,7.83,15.98,20.25,20.63,97.85,Needs Attention
88.25,8.4,2.52,17.14,4.38,12.15,15.93,38.62,31.89,Needs Attention
59.59,6.75,1.48,40.84,34.27,61.07,24.65,28.1,73.2,Healthy
41.37,7.02,1.56,58.8,35.44,65.31,24.4,22.3,83.09,Healthy
6.95,8.62,0.49,23.76,15.66,18.64,35.48,21.38,99.33,Needs Attention
40.69,7.2,1.33,61.66,34.05,57.84,26.16,21.97,65.88,Healthy
13.22,8.93,0.59,22.06,5.31,17.53,33.36,18.86,25.83,Needs Attention
69.98,5.37,0.88,23.97,25.62,33.74,31.18,31.75,94.62,Moderate
58.27,6.45,1.46,68.4,41.32,57.54,23.84,22.28,69.73,Healthy
48.44,6.82,1.17,54.17,31.9,43.19,26.51,27.08,65.32,Healthy
39.25,5.71,2.33,40.99,31.01,26.72,34.32,37.4,92.29,Moderate
58.37,5.85,2.3,34.65,24.02,21.59,31.92,32.01,92.78,Moderate
77.99,7.57,0.72,27.9,18.07,36.12,32.34,37.05,40.27,Moderate
68.64,5.6,0.89,30.16,27.23,40.83,32.03,36.23,38.55,Moderate
48.38,6.68,1.57,58.31,43.22,54.49,24.01,29.05,47.3,Healthy
48.12,6.73,1.3,62.94,39.96,61.88,23.42,28.42,69.86,Healthy
43.51,6.69,0.96,67.26,33.83,51.65,20.93,25.25,69.48,Healthy
84.99,8.75,2.78,17.28,8.09,15.32,33.96,36.21,25.36,Needs Attention
44.81,6.79,1.39,58.5,51.7,67.14,22.94,29.33,77.88,Healthy
37.61,7.28,1.35,32.44,27.34,23.41,31.23,33.36,45.63,Moderate
90.85,5.07,0.38,17.67,18.94,30.44,37.19,15.54,26.71,Needs Attention
86.18,5.03,2.61,18.75,15.42,26.6,12.53,41.32,23.42,Needs Attention
46.3,6.64,1.12,74.61,35.67,61.67,25.19,27.91,70.94,Healthy
20.67,8.29,0.54,30.46,28.44,26.22,32.23,32.74,83.56,Moderate
43.93,6.74,1.84,66.45,39.97,56.02,24.25,30.23,75.9,Healthy
25.89,8.24,1.91,37.3,29.78,28.2,31.47,35.74,91.0,Moderate
52.77,6.57,1.37,67.09,54.61,61.18,17.53,24.73,73.03,Healthy
78.39,7.63,1.05,52.02,34.57,29.44,29.27,36.09,48.35,Moderate
21.37,4.66,0.43,16.81,14.67,16.81,37.31,18.61,33.28,Needs Attention
10.77,5.94,2.73,30.06,21.35,41.19,32.14,37.76,89.01,Moderate
81.59,5.83,1.83,22.03,23.9,29.42,31.22,37.1,38.55,Moderate
20.65,8.5,2.76,18.28,14.58,11.84,16.33,21.24,96.43,Needs Attention
66.89,7.96,2.14,43.25,14.29,22.67,29.44,33.1,87.66,Moderate
90.71,5.4,0.22,0.36,16.83,17.41,13.7,20.52,96.26,Needs Attention
81.72,8.32,2.68,14.82,8.82,12.01,34.51,39.83,93.55,Needs Attention
18.2,8.5,2.66,16.17,14.3,16.17,36.24,20.28,25.91,Needs Attention
69.78,5.51,0.73,41.33,23.41,18.14,33.81,35.36,99.52,Moderate
22.95,5.4,2.36,32.48,12.07,31.51,26.72,32.68,94.09,Moderate
11.4,8.28,0.46,12.07,9.35,16.85,11.61,32.3,92.45,Needs Attention
68.18,8.34,2.21,40.1,27.76,31.47,33.01,35.49,39.55,Moderate
48.25,7.18,1.63,52.56,38.69,46.57,21.51,23.86,74.38,Healthy
45.8,6.71,1.57,64.05,64.64,58.57,21.54,31.12,78.4,Healthy
34.01,8.13,2.03,35.42,13.8,23.29,35.88,37.42,48.15,Moderate
46.1,7.15,1.87,74.91,49.27,52.82,25.47,28.15,61.38,Healthy
80.19,5.63,0.96,21.19,12.89,41.45,33.43,31.85,78.33,Moderate
1.81,8.67,0.25,33.69,14.74,20.83,14.84,39.75,94.17,Needs Attention
40.51,6.65,1.13,61.07,36.3,53.85,24.89,28.16,76.5,Healthy
47.03,7.03,1.5,46.79,47.16,64.57,27.45,31.63,90.62,Healthy
58.83,6.46,1.44,53.71,46.01,47.2,26.4,28.78,68.62,Healthy
72.02,5.4,2.32,24.22,29.0,21.74,26.97,33.13,54.22,Moderate
70.32,7.27,1.0,31.83,19.3,23.4,34.44,35.64,89.72,Moderate
49.57,6.51,1.04,61.26,28.79,41.81,22.11,25.98,62.09,Healthy
46.85,6.17,1.61,63.53,47.82,62.33,26.47,29.49,77.49,Healthy
26.04,5.91,1.91,36.17,20.51,23.7,30.5,35.74,37.6,Moderate
79.22,5.95,0.93,23.72,26.64,40.81,26.81,33.81,51.45,Moderate
25.17,7.52,2.04,27.85,20.01,24.79,33.07,37.07,43.78,Moderate
13.31,9.0,0.49,26.13,1.81,19.06,31.72,36.73,28.26,Needs Attention
8.76,4.92,2.89,23.24,13.63,16.8,35.35,18.79,96.4,Needs Attention
27.98,5.33,1.24,40.37,19.57,34.77,26.9,32.59,89.16,Moderate
10.93,8.67,0.37,22.31,8.18,19.67,18.14,39.12,95.33,Needs Attention
87.51,8.37,0.72,19.92,13.04,22.57,14.76,36.42,97.96,Needs Attention
78.57,6.15,1.14,41.24,24.75,18.67,34.73,34.95,47.19,Moderate
14.05,5.42,0.44,17.61,9.86,27.18,15.86,36.42,98.68,Needs Attention
75.57,8.26,0.78,45.38,20.75,39.25,28.15,37.25,34.85,Moderate
49.83,6.7,1.41,62.8,31.68,47.59,18.74,21.41,60.32,Healthy
49.31,6.06,1.27,53.37,51.66,50.51,22.27,26.6,84.97,Healthy
7.68,8.87,2.88,25.86,8.15,17.59,14.38,36.78,98.98,Needs Attention
72.44,8.14,1.01,22.77,23.53,25.02,33.01,32.33,90.2,Moderate
54.99,7.08,1.14,53.68,42.67,51.59,21.44,29.28,81.7,Healthy
62.83,5.98,1.76,25.14,33.01,38.13,36.06,34.03,79.27,Moderate
46.75,6.87,1.37,65.03,42.78,30.44,27.49,27.75,66.88,Healthy
52.94,6.79,1.77,45.0,45.76,40.21,28.19,28.63,80.68,Healthy
7.73,5.05,0.34,15.56,13.48,14.12,15.79,16.65,28.09,Needs Attention
49.06,6.56,1.31,70.93,54.04,62.04,16.59,20.26,71.93,Healthy
52.43,6.77,1.11,75.77,40.13,40.14,24.62,21.81,75.25,Healthy
49.38,6.57,1.15,51.41,32.53,38.86,27.21,25.92,52.18,Healthy
73.62,5.62,1.53,23.16,13.18,23.34,31.74,36.24,46.2,Moderate
16.39,5.84,2.31,42.95,21.19,31.5,28.66,35.71,40.82,Moderate
49.07,6.96,1.89,54.11,24.0,49.98,25.25,27.61,70.58,Healthy
48.69,6.99,1.33,75.22,35.82,35.32,24.06,25.32,100.0,Healthy
8.56,8.44,2.83,18.25,9.3,15.32,33.36,19.57,96.21,Needs Attention
40.85,5.99,1.64,52.73,33.28,45.56,23.75,28.73,57.2,Healthy
18.25,8.01,2.2,34.24,21.19,24.87,33.09,34.82,47.9,Moderate
13.76,4.65,0.51,19.57,14.29,14.6,16.48,33.36,34.41,Needs Attention
50.91,6.66,1.15,66.73,51.91,51.63,25.33,29.58,70.71,Healthy
47.24,6.56,1.53,62.92,38.39,48.07,25.38,27.21,66.85,Healthy
61.03,6.27,1.28,40.32,8.99,24.05,34.77,31.42,92.28,Moderate
52.64,6.32,1.89,47.82,42.7,49.43,23.42,29.29,74.2,Healthy
62.44,6.39,1.36,64.55,51.86,50.0,23.49,27.21,66.35,Healthy
55.78,6.31,1.63,53.61,42.96,42.47,23.24,28.1,78.79,Healthy
40.19,7.79,2.71,36.26,21.04,30.95,30.86,33.11,51.38,Moderate
32.83,5.73,2.13,36.37,33.89,26.98,33.62,31.8,46.45,Moderate
52.5,7.36,1.45,46.48,49.23,64.63,25.08,26.26,77.6,Healthy
24.53,5.97,0.86,30.13,28.58,25.8,35.82,32.57,59.02,Moderate
50.18,7.08,1.86,63.21,42.87,84.0,25.02,23.73,69.47,Healthy
52.25,6.79,1.79,63.59,42.05,37.3,23.19,24.6,64.6,Healthy
15.32,5.45,2.71,29.26,17.54,20.67,15.78,19.15,96.5,Needs Attention
66.5,7.71,2.18,26.52,7.84,26.51,32.9,34.34,100.0,Moderate
82.59,8.43,2.93,27.57,23.58,18.28,19.0,21.51,32.68,Needs Attention
79.16,8.64,2.65,19.08,13.77,21.61,32.74,19.44,97.95,Needs Attention
51.87,6.29,1.78,46.22,37.07,61.59,23.57,27.24,73.08,Healthy
94.31,8.55,2.79,23.23,11.09,21.3,17.23,18.84,97.52,Needs Attention
49.85,6.72,1.27,45.8,45.13,34.63,26.51,32.08,91.95,Healthy
9.56,8.43,2.66,15.82,5.84,20.03,36.97,20.93,32.67,Needs Attention
57.67,6.62,1.16,56.43,39.38,58.76,25.78,30.03,53.87,Healthy
74.07,5.88,0.87,14.64,27.45,34.91,29.54,34.7,53.2,Moderate
48.74,7.07,1.55,65.96,49.17,37.06,23.23,24.37,74.43,Healthy
11.59,4.72,2.94,18.36,14.84,21.67,13.07,19.4,95.77,Needs Attention
22.97,5.65,2.62,38.06,16.44,17.08,30.54,33.18,100.0,Moderate
35.39,6.42,1.37,82.16,37.5,59.45,25.45,28.07,71.79,Healthy
9.98,5.13,0.59,14.74,15.53,22.11,31.48,37.13,97.07,Needs Attention
16.1,5.04,2.7,28.51,7.5,25.05,16.39,17.26,92.09,Needs Attention
25.84,5.97,0.82,43.14,34.36,18.52,36.06,33.94,90.89,Moderate
16.37,5.51,2.02,32.67,19.72,25.51,35.09,37.27,100.0,Moderate
31.43,5.65,2.43,35.58,35.14,25.77,33.02,31.7,80.2,Moderate
21.02,8.31,0.1,23.37,9.73,18.02,14.79,18.87,93.7,Needs Attention
87.33,4.89,0.48,21.93,11.51,12.08,19.2,35.29,99.03,Needs Attention
10.06,5.24,2.81,33.97,8.54,12.02,11.49,20.3,30.92,Needs Attention
52.68,7.06,1.69,71.49,37.22,61.42,30.12,26.92,60.12,Healthy
80.27,4.92,0.58,40.63,2.98,27.41,35.56,34.02,33.51,Moderate
89.44,8.29,2.82,13.84,13.1,30.72,16.54,34.72,33.42,Needs Attention
10.66,5.26,2.86,15.49,6.46,21.29,37.77,35.74,95.18,Needs Attention
28.69,8.38,2.23,47.24,10.8,34.4,30.21,32.91,38.25,Moderate
36.78,6.89,1.43,54.99,46.07,56.52,23.83,36.15,81.16,Healthy
48.11,6.89,1.61,56.82,47.38,39.29,25.15,29.4,77.6,Healthy
58.37,6.18,1.62,62.96,41.49,43.22,22.36,17.7,66.09,Healthy
53.65,6.63,1.64,66.16,38.47,48.49,27.33,31.99,65.26,Healthy
40.67,7.07,1.39,56.66,49.36,44.23,26.08,25.0,77.18,Healthy
52.77,7.3,1.4,66.07,44.14,52.95,26.4,24.7,63.28,Healthy
29.56,5.72,1.61,39.51,29.77,23.95,30.94,36.12,93.2,Moderate
34.24,6.71,1.49,38.47,40.49,26.27,28.36,28.43,64.64,Healthy
66.06,5.24,0.97,39.38,26.15,23.73,34.51,35.77,43.9,Moderate
87.45,8.41,0.55,27.54,9.11,11.25,18.11,34.42,29.42,Needs Attention
8.3,8.28,0.35,19.93,16.04,18.91,34.42,36.15,24.09,Needs Attention
57.97,6.4,1.73,61.83,29.68,62.79,22.32,23.92,85.96,Healthy
42.4,5.7,0.97,34.87,19.29,31.75,31.46,37.97,46.8,Moderate
71.53,5.55,0.91,32.55,28.74,37.9,29.34,39.85,36.01,Moderate
57.55,6.29,1.28,66.39,35.59,51.18,23.32,25.78,67.56,Healthy
60.18,6.48,1.82,55.37,40.83,67.61,21.12,23.85,69.06,Healthy
51.86,6.74,1.55,78.35,38.06,48.36,23.4,28.17,52.9,Healthy
58.69,6.84,1.57,60.45,42.62,47.32,23.99,30.49,84.73,Healthy
35.51,5.57,1.05,32.61,29.35,21.78,31.88,32.56,44.53,Moderate
13.59,8.58,0.42,28.86,16.92,12.06,37.01,36.47,92.81,Needs Attention
49.0,6.04,1.07,62.76,35.96,58.65,21.46,31.08,63.56,Healthy
61.56,5.76,1.05,32.31,15.05,31.53,32.43,36.34,91.23,Moderate
58.06,6.67,1.16,46.11,42.51,54.86,22.58,26.66,61.84,Healthy
43.77,6.96,1.85,72.28,35.75,54.95,26.38,27.06,69.76,Healthy
34.56,5.61,2.28,33.65,14.54,33.87,27.46,36.33,48.25,Moderate
10.47,5.15,2.52,30.06,12.05,24.07,34.0,36.34,97.12,Needs Attention
11.12,5.11,2.73,15.7,5.87,15.29,16.98,35.78,37.41,Needs Attention
11.17,5.86,1.98,31.57,28.84,30.52,28.18,37.09,95.64,Moderate
96.69,5.17,0.58,24.59,9.46,22.2,32.09,18.29,95.02,Needs Attention
77.15,5.95,0.36,50.06,27.42,33.83,28.89,32.96,78.32,Moderate
49.7,6.78,1.56,77.71,37.41,48.7,24.06,24.17,56.5,Healthy
17.66,7.51,0.96,34.67,16.51,29.8,29.62,36.02,44.85,Moderate
55.38,6.79,1.6,51.24,23.13,45.93,26.37,27.24,70.77,Healthy
38.5,6.78,1.07,64.11,51.47,34.09,24.43,26.51,54.09,Healthy
12.88,8.46,2.72,13.23,17.86,22.98,37.78,36.09,96.13,Needs Attention
55.04,7.24,1.54,50.54,42.45,38.15,22.07,26.22,72.55,Healthy
44.16,6.37,1.79,59.25,48.41,41.0,23.49,22.87,77.82,Healthy
12.95,8.5,0.49,27.55,11.43,27.08,14.21,42.1,95.28,Needs Attention
36.62,6.87,1.36,68.27,34.83,53.77,23.6,28.24,69.74,Healthy
55.04,6.95,1.23,66.85,51.13,55.95,25.56,23.21,81.49,Healthy
31.3,7.02,1.28,50.62,39.69,38.74,24.22,23.71,60.4,Healthy
8.77,5.19,2.75,16.76,20.13,20.03,15.75,18.99,29.94,Needs Attention
9.01,8.26,0.71,24.24,7.07,13.73,16.85,21.1,93.66,Needs Attention
25.26,7.12,0.34,36.81,15.48,41.6,32.34,34.12,39.28,Moderate
80.69,5.79,1.04,46.56,27.1,20.38,37.02,36.66,37.79,Moderate
17.34,5.85,2.24,26.92,32.39,32.95,32.33,36.67,40.7,Moderate
46.93,6.35,1.25,55.59,45.3,64.59,21.11,25.21,68.78,Healthy
65.76,8.01,2.11,40.56,20.31,30.53,33.11,35.28,48.94,Moderate
4.99,8.36,2.84,12.49,7.24,19.25,12.66,38.33,31.37,Needs Attention
19.95,4.72,2.82,23.71,10.85,8.73,34.93,37.56,32.15,Needs Attention
35.42,7.22,1.81,52.31,38.3,34.18,26.41,26.91,58.03,Healthy
49.09,6.45,1.47,57.11,32.2,72.87,24.54,25.28,72.91,Healthy
53.84,6.78,1.86,65.05,39.14,59.38,24.62,27.14,83.67,Healthy
53.62,6.85,1.33,54.98,41.99,50.27,27.28,27.28,75.38,Healthy
35.96,8.02,0.84,38.03,23.89,10.19,29.69,39.36,83.79,Moderate
75.04,7.76,2.26,32.76,16.87,25.95,32.4,31.35,88.23,Moderate
30.29,6.02,2.58,32.82,17.38,22.05,30.65,35.19,81.51,Moderate
87.27,8.3,0.29,23.7,13.15,21.29,33.27,34.45,96.03,Needs Attention
2.44,5.21,0.58,19.97,8.22,22.25,36.74,36.59,31.46,Needs Attention
87.61,4.67,0.52,25.38,14.84,19.79,36.43,16.59,93.94,Needs Attention
45.93,6.98,1.08,54.95,29.76,63.93,22.56,26.74,75.17,Healthy
10.32,4.72,0.29,13.29,18.58,18.36,30.98,37.92,20.0,Needs Attention
78.3,5.93,1.1,35.04,26.34,33.33,33.9,31.98,53.5,Moderate
93.22,4.64,2.84,16.53,7.47,27.95,15.05,39.21,35.84,Needs Attention
67.4,7.38,1.24,26.32,28.28,3.29,29.99,29.22,94.15,Moderate
88.74,8.3,2.67,20.86,11.84,22.57,37.65,21.84,34.65,Needs Attention
21.48,7.6,0.86,27.35,29.36,28.88,34.95,35.12,52.8,Moderate
11.1,8.55,0.46,27.69,9.06,24.65,34.41,37.94,28.13,Needs Attention
55.9,7.18,1.18,63.49,40.16,27.55,25.66,30.88,86.14,Healthy
25.32,5.86,1.13,32.08,34.82,17.18,34.3,33.75,78.41,Moderate
84.19,8.74,0.44,25.73,18.26,19.19,30.08,15.78,34.07,Needs Attention
85.54,8.33,3.14,15.68,9.32,11.05,34.78,19.95,93.66,Needs Attention
53.65,6.6,1.06,57.17,37.41,59.1,26.77,29.3,80.89,Healthy
48.66,7.04,1.34,53.94,54.99,35.77,27.71,31.96,78.89,Healthy
9.86,5.26,2.88,20.82,10.52,9.22,17.73,17.64,99.56,Needs Attention
45.45,7.03,1.88,53.91,32.78,39.3,28.82,29.9,65.87,Healthy
65.16,7.68,2.19,33.64,19.08,23.87,31.02,32.83,89.94,Moderate
77.58,6.12,0.56,28.02,38.47,33.56,37.44,33.08,36.01,Moderate
49.44,6.85,1.84,86.43,45.12,57.41,21.54,28.11,72.56,Healthy
58.24,7.43,1.34,69.75,38.93,45.98,23.55,27.26,65.51,Healthy
88.53,4.85,0.75,16.86,0.56,24.41,33.91,34.69,97.38,Needs Attention
51.93,7.07,1.75,72.12,29.48,40.37,23.78,27.24,69.85,Healthy
62.05,8.44,1.0,25.94,34.68,28.19,31.33,37.59,60.41,Moderate
83.79,5.73,0.67,32.44,24.17,37.8,33.87,31.23,44.38,Moderate
81.35,4.85,2.76,23.55,11.81,16.12,14.26,20.47,20.56,Needs Attention
45.11,6.74,1.42,61.84,35.02,40.81,24.88,29.48,70.89,Healthy
78.94,7.85,2.04,50.29,19.57,22.16,33.22,33.11,81.6,Moderate
41.13,6.9,1.55,56.1,48.17,29.11,25.39,29.35,58.96,Healthy
70.6,8.67,1.93,28.5,18.75,24.5,31.21,32.68,87.19,Moderate
68.37,7.9,2.64,23.85,26.51,30.42,30.75,36.68,71.43,Moderate
36.2,7.15,1.45,53.62,23.85,59.63,20.9,29.48,87.67,Healthy
78.11,8.75,2.76,22.2,10.75,23.21,33.92,23.09,96.67,Needs Attention
82.78,8.03,2.79,15.43,8.46,21.79,17.6,19.44,97.34,Needs Attention
72.27,5.61,1.25,39.2,23.21,34.4,32.1,35.38,100.0,Moderate
22.04,6.04,2.15,40.66,7.6,43.37,34.24,33.56,92.33,Moderate
36.9,6.41,1.7,62.64,36.91,52.18,23.39,26.81,65.14,Healthy
13.67,5.64,0.32,18.95,17.21,17.52,34.14,39.04,36.56,Needs Attention
16.6,5.29,0.3,20.89,12.45,21.32,17.85,39.07,95.87,Needs Attention
7.51,8.62,2.93,20.6,13.72,13.59,32.33,21.97,98.32,Needs Attention
82.53,5.72,2.3,34.39,21.34,37.77,32.44,36.42,92.55,Moderate
54.3,7.12,1.39,62.96,47.46,51.09,22.32,24.17,68.19,Healthy
67.07,7.79,1.16,25.21,27.46,30.16,32.31,35.31,83.47,Moderate
61.49,5.89,1.7,81.73,53.77,59.73,27.56,24.45,74.16,Healthy
87.0,8.63,0.25,14.7,11.48,4.87,15.07,17.93,30.17,Needs Attention
6.49,4.88,0.44,21.27,9.89,17.01,32.01,21.35,93.28,Needs Attention
56.99,7.24,1.81,58.25,59.83,44.4,22.68,27.05,79.44,Healthy
7.81,8.47,3.09,17.03,15.88,28.89,18.25,33.24,94.39,Needs Attention
83.57,8.56,0.44,27.67,13.54,19.48,33.19,17.87,26.9,Needs Attention
56.01,6.82,1.18,57.39,33.63,66.42,23.32,24.64,70.04,Healthy
75.82,8.21,2.1,33.68,19.9,35.97,31.73,33.61,90.81,Moderate
71.17,8.58,0.13,24.52,25.4,31.22,28.96,30.45,36.28,Moderate
69.24,6.52,1.25,36.2,27.74,32.48,35.51,34.82,48.15,Moderate
69.78,7.96,1.45,37.91,15.39,32.51,32.98,35.21,46.72,Moderate
87.9,8.34,0.6,22.36,12.4,16.91,33.67,36.33,95.96,Needs Attention
15.56,8.55,0.28,23.2,6.87,31.36,13.12,36.92,35.69,Needs Attention
68.57,6.09,2.27,38.96,19.64,41.89,30.87,35.07,94.63,Moderate
41.22,8.2,1.0,31.34,3.46,27.76,30.66,35.3,46.38,Moderate
88.46,8.49,3.08,17.26,16.73,19.54,16.12,34.56,95.62,Needs Attention
15.14,8.62,2.62,22.97,13.36,19.77,14.29,37.54,25.28,Needs Attention
10.86,8.55,2.82,21.24,6.21,20.96,34.67,35.56,97.51,Needs Attention
47.18,7.52,1.25,62.0,46.24,54.8,22.53,24.49,78.59,Healthy
26.04,5.82,0.47,37.18,21.25,29.97,33.3,35.65,37.14,Moderate
97.65,8.51,2.55,23.4,10.87,8.75,35.81,38.48,94.64,Needs Attention
49.09,6.99,1.51,46.03,44.13,46.93,21.09,29.23,61.33,Healthy
50.53,6.54,1.23,42.41,37.1,43.25,26.91,28.55,67.64,Healthy
45.07,6.24,1.28,66.68,54.97,67.11,24.08,29.98,59.83,Healthy
10.41,4.8,0.25,28.9,14.72,26.53,14.79,36.77,32.39,Needs Attention
42.42,7.06,1.45,74.76,36.57,49.89,25.34,25.13,57.61,Healthy
64.55,6.66,1.5,43.09,60.51,43.39,21.56,26.82,63.97,Healthy
87.83,8.56,0.55,15.71,11.19,17.8,35.2,41.38,92.23,Needs Attention
64.15,6.34,1.15,64.17,43.32,64.5,20.42,29.11,80.9,Healthy
22.97,7.7,1.11,45.92,32.31,17.86,33.21,34.68,45.47,Moderate
17.05,4.99,2.62,8.78,11.12,11.58,15.76,35.7,99.13,Needs Attention
89.73,5.21,0.5,21.81,13.06,10.91,32.22,19.18,95.99,Needs Attention
66.5,7.05,0.65,32.89,24.89,33.62,34.11,35.53,93.12,Moderate
47.83,6.57,1.48,56.55,25.98,71.14,26.29,25.61,54.75,Healthy
7.51,8.35,0.38,20.78,11.0,26.54,15.93,22.03,95.92,Needs Attention
36.36,7.37,1.19,73.24,34.68,49.07,21.24,30.83,82.26,Healthy
61.34,5.17,2.16,20.19,17.68,36.22,35.23,30.79,81.28,Moderate
57.52,5.73,1.26,66.37,37.3,47.33,20.47,30.18,67.64,Healthy
84.59,4.77,2.87,18.06,11.99,19.4,34.2,18.6,95.83,Needs Attention
26.42,5.12,1.07,34.52,29.63,35.64,31.85,32.43,77.71,Moderate
33.01,7.76,1.92,23.17,35.26,24.1,34.4,37.45,38.83,Moderate
52.74,7.24,1.3,58.42,35.53,76.44,26.41,30.04,76.02,Healthy
50.62,6.32,1.62,59.46,60.75,66.57,26.28,27.75,73.47,Healthy
63.42,6.46,1.4,63.13,45.33,56.19,21.19,24.17,75.07,Healthy
74.36,6.38,0.67,21.22,27.6,35.32,28.95,36.49,47.71,Moderate
54.58,7.08,1.21,65.02,38.56,58.43,28.2,20.67,82.93,Healthy
46.55,7.55,1.8,59.42,32.24,31.65,26.27,30.8,75.56,Healthy
47.59,5.97,1.74,56.24,45.36,56.77,25.87,26.98,75.49,Healthy
69.43,8.01,1.92,40.59,29.76,35.64,30.38,32.15,51.23,Moderate
59.06,6.68,1.27,67.87,43.96,52.92,25.65,26.66,75.62,Healthy
50.19,6.9,1.57,66.77,38.22,45.55,26.93,29.76,83.47,Healthy
64.33,6.82,1.47,39.92,38.26,63.33,20.95,24.42,72.99,Healthy
57.06,6.76,1.65,67.1,51.09,53.86,25.19,26.89,69.67,Healthy
37.39,8.09,2.49,38.42,32.14,35.0,29.2,35.3,40.74,Moderate
39.81,8.32,0.7,38.91,35.32,31.11,29.42,38.7,49.65,Moderate
39.77,7.21,1.58,49.38,35.49,43.75,22.29,28.38,69.41,Healthy
48.59,6.72,1.71,65.92,38.52,48.73,23.66,20.94,81.87,Healthy
85.48,4.99,0.34,12.71,8.73,11.1,35.86,19.24,32.35,Needs Attention
41.05,7.24,1.82,73.53,38.74,44.48,22.04,23.69,72.11,Healthy
84.66,6.19,2.41,30.36,24.4,24.57,30.59,34.33,86.37,Moderate
84.13,5.59,2.12,37.37,18.3,21.93,32.9,35.17,79.33,Moderate
47.64,6.63,1.64,70.92,45.16,47.84,24.64,30.1,79.3,Healthy
80.55,5.2,2.84,14.08,8.61,22.24,36.22,17.21,26.59,Needs Attention
78.43,5.59,2.47,30.82,19.98,37.08,30.83,30.81,72.09,Moderate
43.78,6.94,1.4,64.5,48.85,48.69,23.43,20.44,58.07,Healthy
45.04,6.81,1.32,60.74,40.81,50.6,21.61,32.59,77.28,Healthy
51.02,6.59,1.39,43.31,51.59,55.13,21.88,23.95,72.14,Healthy
25.8,5.09,0.85,30.53,29.51,26.05,31.97,32.64,34.97,Moderate
62.49,7.78,0.79,35.49,21.66,37.56,35.96,33.96,77.94,Moderate
55.75,6.35,1.21,47.16,29.34,59.95,25.23,27.24,48.67,Healthy
59.46,6.63,1.28,64.5,42.61,72.32,27.03,21.03,79.25,Healthy
8.0,5.07,0.43,17.05,14.28,15.46,15.34,20.95,23.61,Needs Attention
44.52,6.83,1.77,58.13,35.69,31.32,25.65,27.09,67.05,Healthy
29.96,8.39,1.06,40.45,21.04,22.29,31.35,36.81,89.42,Moderate
11.91,8.66,2.87,21.02,8.0,23.9,31.4,36.71,33.14,Needs Attention
73.53,5.35,2.24,19.92,22.19,29.26,34.6,32.42,47.71,Moderate
52.23,6.88,1.57,76.43,32.23,52.4,26.3,29.13,66.17,Healthy
78.34,5.48,2.42,27.49,29.42,32.71,28.54,34.06,35.07,Moderate
9.08,4.71,2.65,27.82,12.02,24.64,37.21,17.87,95.07,Needs Attention
51.85,6.77,1.54,48.12,52.46,48.25,23.59,30.88,74.23,Healthy
24.37,5.14,0.43,27.83,19.48,6.94,33.1,22.35,95.03,Needs Attention
48.97,6.96,1.72,42.81,40.56,51.69,23.07,25.27,81.49,Healthy
88.55,8.84,0.57,9.43,13.06,17.33,34.21,34.8,34.67,Needs Attention
25.63,5.32,1.7,36.57,22.31,26.68,32.97,33.8,91.92,Moderate
31.29,5.63,0.96,41.12,18.6,23.14,30.88,33.55,92.86,Moderate
